"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,5,1,0
"118",2020-05-11,7,4,0
"119",2020-05-12,5,5,1
"120",2020-05-13,7,9,1
"121",2020-05-14,12,4,0
"122",2020-05-15,2,11,1
"123",2020-05-16,1,15,0
"124",2020-05-17,2,6,0
"125",2020-05-18,2,3,0
"126",2020-05-19,2,6,0
"127",2020-05-20,4,1,0
"128",2020-05-21,5,1,0
"129",2020-05-22,1,3,0
"130",2020-05-23,2,4,0
"131",2020-05-24,4,2,1
"132",2020-05-25,6,1,0
"133",2020-05-26,3,0,0
"134",2020-05-27,5,1,0
"135",2020-05-28,6,1,0
"136",2020-05-29,16,6,0
"137",2020-05-30,3,1,0
"138",2020-05-31,17,23,0
"139",2020-06-01,5,0,0
"140",2020-06-02,8,40,1
"141",2020-06-03,2,1,1
"142",2020-06-04,1,0,0
"143",2020-06-05,2,6,0
"144",2020-06-06,1,2,0
"145",2020-06-07,1,2,0
"146",2020-06-08,2,2,0
"147",2020-06-09,0,0,0
"148",2020-06-10,2,2,0
"149",2020-06-11,0,0,0
"150",2020-06-12,4,0,0
"151",2020-06-13,0,2,0
"152",2020-06-14,2,1,0
"153",2020-06-15,0,2,0
"154",2020-06-16,3,2,0
"155",2020-06-17,1,4,0
"156",2020-06-18,1,2,0
"157",2020-06-19,4,2,0
"158",2020-06-20,0,1,0
"159",2020-06-21,1,3,0
"160",2020-06-22,5,2,0
"161",2020-06-23,1,1,0
"162",2020-06-24,0,4,0
"163",2020-06-25,3,0,0
"164",2020-06-26,0,0,0
"165",2020-06-27,1,1,0
"166",2020-06-28,3,4,0
"167",2020-06-29,1,5,0
"168",2020-06-30,1,0,0
"169",2020-07-01,1,1,0
"170",2020-07-02,0,2,0
"171",2020-07-03,2,1,0
"172",2020-07-04,2,1,0
"173",2020-07-05,0,1,0
"174",2020-07-06,2,4,0
"175",2020-07-07,2,1,1
"176",2020-07-08,2,0,1
"177",2020-07-09,0,2,0
"178",2020-07-10,0,1,1
"179",2020-07-11,0,5,0
