"","Date","EpisodeDateCases","ReportedDateCases","Deaths"
"117",2020-05-10,114,148,16
"118",2020-05-11,174,93,18
"119",2020-05-12,137,88,10
"120",2020-05-13,138,161,10
"121",2020-05-14,161,117,7
"122",2020-05-15,195,125,15
"123",2020-05-16,179,182,9
"124",2020-05-17,137,178,14
"125",2020-05-18,154,165,12
"126",2020-05-19,185,173,15
"127",2020-05-20,139,189,6
"128",2020-05-21,171,143,10
"129",2020-05-22,126,128,8
"130",2020-05-23,121,163,10
"131",2020-05-24,118,123,11
"132",2020-05-25,157,159,13
"133",2020-05-26,166,111,18
"134",2020-05-27,167,146,14
"135",2020-05-28,107,159,7
"136",2020-05-29,130,420,14
"137",2020-05-30,95,182,11
"138",2020-05-31,82,115,3
"139",2020-06-01,171,152,5
"140",2020-06-02,105,155,4
"141",2020-06-03,90,169,5
"142",2020-06-04,107,124,7
"143",2020-06-05,89,120,5
"144",2020-06-06,67,125,6
"145",2020-06-07,85,87,4
"146",2020-06-08,87,85,3
"147",2020-06-09,72,77,9
"148",2020-06-10,68,119,4
"149",2020-06-11,83,78,4
"150",2020-06-12,59,78,1
"151",2020-06-13,37,87,3
"152",2020-06-14,60,61,6
"153",2020-06-15,72,64,4
"154",2020-06-16,48,80,4
"155",2020-06-17,63,75,2
"156",2020-06-18,63,54,3
"157",2020-06-19,50,64,2
"158",2020-06-20,51,64,3
"159",2020-06-21,44,43,3
"160",2020-06-22,60,51,2
"161",2020-06-23,55,51,5
"162",2020-06-24,55,64,5
"163",2020-06-25,44,41,2
"164",2020-06-26,37,76,5
"165",2020-06-27,43,56,0
"166",2020-06-28,40,49,3
"167",2020-06-29,64,49,4
"168",2020-06-30,60,89,2
"169",2020-07-01,29,89,0
"170",2020-07-02,31,54,2
"171",2020-07-03,32,33,2
"172",2020-07-04,22,49,0
"173",2020-07-05,21,29,0
"174",2020-07-06,47,29,4
"175",2020-07-07,24,38,0
"176",2020-07-08,38,40,0
"177",2020-07-09,15,52,1
"178",2020-07-10,2,38,0
"179",2020-07-11,0,14,0
